miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-431	hg38:chr14:100881066-100881086:+	2	1.637398	N	mature,MIMAT0004757
hsa-mir-431	hg38:chr14:100881066-100881088:+	1	0.818699	N	mature,MIMAT0004757
hsa-mir-431	hg38:chr14:100881066-100881090:+	11	9.005690	N	mature,MIMAT0004757
hsa-mir-431	hg38:chr14:100881066-100881091:+	2	1.637398	N	mature,MIMAT0004757
hsa-mir-431	hg38:chr14:100881067-100881089:+	1	0.818699	N	mature,MIMAT0004757
hsa-mir-431	hg38:chr14:100881067-100881090:+	11	9.005690	N	mature,MIMAT0004757
hsa-mir-431	hg38:chr14:100881067-100881091:+	4	3.274796	N	mature,MIMAT0004757
hsa-mir-431	hg38:chr14:100881069-100881090:+	2	1.637398	N	mature,MIMAT0004757
hsa-mir-431	hg38:chr14:100881069-100881091:+	3	2.456097	N	mature,MIMAT0004757
hsa-mir-432	hg38:chr14:100884496-100884516:+	1	0.818699	N	mature,MIMAT0002814
hsa-mir-432	hg38:chr14:100884496-100884517:+	1	0.818699	N	mature,MIMAT0002814
hsa-mir-432	hg38:chr14:100884496-100884518:+	1	0.818699	N	mature,MIMAT0002814
hsa-mir-432	hg38:chr14:100884496-100884519:+	8	6.549593	N	mature,MIMAT0002814
hsa-mir-4326	hg38:chr20:63286818-63286839:+	1	0.818699	N	mature,MIMAT0016888
hsa-mir-4326	hg38:chr20:63286818-63286842:+	11	9.005690	N	mature,MIMAT0016888
hsa-mir-4326	hg38:chr20:63286855-63286878:+	1	0.818699	N	unannotated
hsa-mir-433	hg38:chr14:100881949-100881971:+	2	1.637398	N	mature,MIMAT0001627
hsa-mir-4433b	hg38:chr2:64340807-64340829:-	1	0.818699	N	mature,MIMAT0030413
hsa-mir-4435-2	hg38:chr2:111321061-111321083:-	1	0.818699	N	mature,MIMAT0018951
hsa-mir-4444-1	hg38:chr2:177212765-177212784:+	1	0.818699	N	mature,MIMAT0018962
hsa-mir-4444-2	hg38:chr3:75214510-75214540:+	1	0.818699	N	mature,MIMAT0018962
hsa-mir-4444-2	hg38:chr3:75214515-75214538:+	1	0.818699	N	mature,MIMAT0018962
hsa-mir-4446	hg38:chr3:113594918-113594938:+	2	1.637398	N	mature,MIMAT0018965
hsa-mir-4446	hg38:chr3:113594918-113594939:+	1	0.818699	N	mature,MIMAT0018965
hsa-mir-4446	hg38:chr3:113594918-113594940:+	7	5.730894	N	mature,MIMAT0018965
hsa-mir-4451	hg38:chr4:85722514-85722531:+	1	0.818699	N	mature,MIMAT0018973
hsa-mir-4494	hg38:chr12:47364197-47364219:-	1	0.818699	N	mature,MIMAT0019029
hsa-mir-4501	hg38:chr13:96427229-96427249:+	1	0.818699	N	mature,MIMAT0019037
hsa-mir-4501	hg38:chr13:96427229-96427250:+	2	1.637398	N	mature,MIMAT0019037
hsa-mir-450a-1	hg38:chrX:134540393-134540415:-	7	5.730894	N	mature,MIMAT0001545
hsa-mir-450a-1	hg38:chrX:134540395-134540415:-	1	0.818699	N	mature,MIMAT0001545
hsa-mir-450a-2	hg38:chrX:134540564-134540586:-	5	4.093495	N	mature,MIMAT0001545
hsa-mir-450a-2	hg38:chrX:134540565-134540586:-	1	0.818699	N	mature,MIMAT0001545
hsa-mir-450b	hg38:chrX:134540230-134540253:-	1	0.818699	N	mature,MIMAT0004909
hsa-mir-450b	hg38:chrX:134540231-134540253:-	3	2.456097	N	mature,MIMAT0004909
hsa-mir-450b	hg38:chrX:134540232-134540253:-	27	22.104875	N	mature,MIMAT0004909
hsa-mir-4517	hg38:chr16:28958586-28958613:+	1	0.818699	N	mature,MIMAT0019054
hsa-mir-451a	hg38:chr17:28861400-28861425:-	1	0.818699	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861401-28861422:-	1	0.818699	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861402-28861423:-	3	2.456097	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861402-28861425:-	17	13.917884	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861403-28861422:-	1	0.818699	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861403-28861425:-	35	28.654468	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861404-28861425:-	65	53.215441	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861405-28861423:-	1	0.818699	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861405-28861425:-	22	18.011380	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861407-28861425:-	2	1.637398	N	mature,MIMAT0001631
hsa-mir-452	hg38:chrX:151959640-151959662:-	1	0.818699	N	mature,MIMAT0001636
hsa-mir-452	hg38:chrX:151959676-151959697:-	1	0.818699	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959676-151959699:-	1	0.818699	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959677-151959697:-	1	0.818699	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959677-151959699:-	1	0.818699	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959677-151959700:-	3	2.456097	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959678-151959698:-	1	0.818699	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959678-151959700:-	4	3.274796	N	mature,MIMAT0001635
hsa-mir-4522	hg38:chr17:27293913-27293934:-	1	0.818699	N	mature,MIMAT0019060
hsa-mir-454	hg38:chr17:59137784-59137810:-	10	8.186991	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137785-59137806:-	1	0.818699	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137785-59137808:-	1	0.818699	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137785-59137809:-	1	0.818699	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137785-59137810:-	31	25.379672	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137786-59137806:-	1	0.818699	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137786-59137809:-	1	0.818699	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137786-59137810:-	38	31.110565	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137787-59137810:-	71	58.127635	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137788-59137810:-	4	3.274796	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137789-59137810:-	11	9.005690	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137790-59137810:-	2	1.637398	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137823-59137845:-	1	0.818699	N	mature,MIMAT0003884
hsa-mir-454	hg38:chr17:59137827-59137850:-	4	3.274796	N	mature,MIMAT0003884
hsa-mir-454	hg38:chr17:59137828-59137850:-	9	7.368292	N	mature,MIMAT0003884
hsa-mir-454	hg38:chr17:59137829-59137850:-	1	0.818699	N	mature,MIMAT0003884
hsa-mir-454	hg38:chr17:59137850-59137869:-	4	3.274796	N	precursor
hsa-mir-454	hg38:chr17:59137850-59137870:-	1	0.818699	N	precursor
hsa-mir-454	hg38:chr17:59137850-59137871:-	1	0.818699	N	precursor
hsa-mir-455	hg38:chr9:114209448-114209468:+	1	0.818699	N	mature,MIMAT0003150
hsa-mir-455	hg38:chr9:114209448-114209471:+	1	0.818699	N	mature,MIMAT0003150
hsa-mir-455	hg38:chr9:114209449-114209470:+	2	1.637398	N	mature,MIMAT0003150
hsa-mir-455	hg38:chr9:114209449-114209471:+	11	9.005690	N	mature,MIMAT0003150
hsa-mir-455	hg38:chr9:114209451-114209473:+	1	0.818699	N	mature,MIMAT0003150
hsa-mir-455	hg38:chr9:114209485-114209508:+	2	1.637398	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209487-114209506:+	2	1.637398	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209487-114209507:+	19	15.555283	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209487-114209508:+	24	19.648778	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209487-114209509:+	35	28.654468	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209488-114209507:+	1	0.818699	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209488-114209509:+	1	0.818699	N	mature,MIMAT0004784
hsa-mir-4638	hg38:chr5:181222576-181222600:-	1	0.818699	N	mature,MIMAT0019696
hsa-mir-4640	hg38:chr6:30890949-30890970:+	1	0.818699	N	mature,MIMAT0019700
hsa-mir-4640	hg38:chr6:30890950-30890972:+	1	0.818699	N	mature,MIMAT0019700
hsa-mir-4643	hg38:chr6:91521710-91521732:+	1	0.818699	N	mature,MIMAT0019703
hsa-mir-4652	hg38:chr7:93716937-93716958:+	2	1.637398	N	mature,MIMAT0019716
hsa-mir-4652	hg38:chr7:93716937-93716959:+	1	0.818699	N	mature,MIMAT0019716
hsa-mir-4660	hg38:chr8:9048453-9048475:+	1	0.818699	N	mature,MIMAT0019728
hsa-mir-4661	hg38:chr8:91205494-91205515:+	1	0.818699	N	mature,MIMAT0019729
hsa-mir-4661	hg38:chr8:91205494-91205516:+	2	1.637398	N	mature,MIMAT0019729
hsa-mir-4662a	hg38:chr8:124821990-124822010:+	1	0.818699	N	mature,MIMAT0019731
hsa-mir-4662a	hg38:chr8:124821990-124822011:+	1	0.818699	N	mature,MIMAT0019731
hsa-mir-4662a	hg38:chr8:124821990-124822012:+	25	20.467477	N	mature,MIMAT0019731
hsa-mir-4664	hg38:chr8:143733089-143733111:-	1	0.818699	N	mature,MIMAT0019738
hsa-mir-4664	hg38:chr8:143733123-143733145:-	1	0.818699	N	mature,MIMAT0019737
hsa-mir-4665	hg38:chr9:6007835-6007858:+	1	0.818699	N	mature,MIMAT0019739
hsa-mir-4668	hg38:chr9:111932147-111932170:+	6	4.912195	N	mature,MIMAT0019746
hsa-mir-4668	hg38:chr9:111932148-111932170:+	2	1.637398	N	mature,MIMAT0019746
hsa-mir-4675	hg38:chr10:20552012-20552034:+	1	0.818699	N	mature,MIMAT0019757
hsa-mir-4677	hg38:chr1:243346225-243346245:+	1	0.818699	N	mature,MIMAT0019761
hsa-mir-4677	hg38:chr1:243346225-243346246:+	2	1.637398	N	mature,MIMAT0019761
hsa-mir-4677	hg38:chr1:243346225-243346247:+	12	9.824389	N	mature,MIMAT0019761
hsa-mir-4677	hg38:chr1:243346225-243346248:+	2	1.637398	N	mature,MIMAT0019761
hsa-mir-4680	hg38:chr10:110898085-110898107:+	2	1.637398	N	mature,MIMAT0019764
hsa-mir-4680	hg38:chr10:110898093-110898116:+	1	0.818699	N	mature,MIMAT0019764
hsa-mir-4691	hg38:chr11:68033890-68033910:+	1	0.818699	N	precursor
hsa-mir-4691	hg38:chr11:68033949-68033971:+	1	0.818699	N	mature,MIMAT0019782
hsa-mir-4695	hg38:chr1:18883203-18883227:-	1	0.818699	N	mature,MIMAT0019789
hsa-mir-4699	hg38:chr12:81158433-81158455:+	1	0.818699	N	mature,MIMAT0019795
hsa-mir-4701	hg38:chr12:48772013-48772035:-	1	0.818699	N	mature,MIMAT0019798
hsa-mir-4709	hg38:chr14:74480136-74480158:-	1	0.818699	N	mature,MIMAT0019812
hsa-mir-4726	hg38:chr17:38719691-38719714:+	2	1.637398	N	mature,MIMAT0019845
hsa-mir-4726	hg38:chr17:38719727-38719750:+	1	0.818699	N	mature,MIMAT0019846
hsa-mir-4728	hg38:chr17:39726537-39726558:+	2	1.637398	N	mature,MIMAT0019850
hsa-mir-4728	hg38:chr17:39726537-39726559:+	2	1.637398	N	mature,MIMAT0019850
hsa-mir-4728	hg38:chr17:39726537-39726560:+	3	2.456097	N	mature,MIMAT0019850
hsa-mir-4728	hg38:chr17:39726537-39726561:+	4	3.274796	N	mature,MIMAT0019850
hsa-mir-4728	hg38:chr17:39726537-39726562:+	6	4.912195	N	mature,MIMAT0019850
hsa-mir-4728	hg38:chr17:39726538-39726562:+	1	0.818699	N	mature,MIMAT0019850
hsa-mir-4741	hg38:chr18:22933398-22933420:+	1	0.818699	N	mature,MIMAT0019871
hsa-mir-4742	hg38:chr1:224398229-224398250:-	1	0.818699	N	mature,MIMAT0019873
hsa-mir-4745	hg38:chr19:804986-805010:+	1	0.818699	N	mature,MIMAT0019879
hsa-mir-4746	hg38:chr19:4445987-4446010:+	6	4.912195	N	mature,MIMAT0019880
hsa-mir-4749	hg38:chr19:49854593-49854614:+	1	0.818699	N	mature,MIMAT0019885
hsa-mir-4754	hg38:chr19:58386827-58386850:-	1	0.818699	N	mature,MIMAT0019894
hsa-mir-4756	hg38:chr20:54068418-54068440:-	1	0.818699	N	mature,MIMAT0019900
hsa-mir-4772	hg38:chr2:102432298-102432320:+	1	0.818699	N	mature,MIMAT0019926
hsa-mir-4772	hg38:chr2:102432336-102432358:+	5	4.093495	N	mature,MIMAT0019927
hsa-mir-4777	hg38:chr2:231362763-231362786:+	2	1.637398	N	mature,MIMAT0019935
hsa-mir-4780	hg38:chr2:88082528-88082549:-	1	0.818699	N	mature,MIMAT0019939
hsa-mir-4784	hg38:chr2:131491196-131491218:-	1	0.818699	N	mature,MIMAT0019948
hsa-mir-4786	hg38:chr2:239943064-239943086:-	1	0.818699	N	mature,MIMAT0019954
hsa-mir-4791	hg38:chr3:19314907-19314926:-	1	0.818699	N	mature,MIMAT0019963
hsa-mir-4791	hg38:chr3:19314909-19314926:-	1	0.818699	N	mature,MIMAT0019963
hsa-mir-4797	hg38:chr3:197293883-197293905:-	1	0.818699	N	mature,MIMAT0019973
hsa-mir-483	hg38:chr11:2134140-2134162:-	1	0.818699	N	mature,MIMAT0002173
hsa-mir-483	hg38:chr11:2134141-2134163:-	1	0.818699	N	mature,MIMAT0002173
hsa-mir-483	hg38:chr11:2134142-2134163:-	1	0.818699	N	mature,MIMAT0002173
hsa-mir-484	hg38:chr16:15643301-15643321:+	2	1.637398	N	mature,MIMAT0002174
hsa-mir-484	hg38:chr16:15643301-15643322:+	20	16.373982	N	mature,MIMAT0002174
hsa-mir-484	hg38:chr16:15643301-15643323:+	67	54.852839	N	mature,MIMAT0002174
hsa-mir-484	hg38:chr16:15643301-15643324:+	22	18.011380	N	mature,MIMAT0002174
hsa-mir-484	hg38:chr16:15643301-15643325:+	2	1.637398	N	mature,MIMAT0002174
hsa-mir-485	hg38:chr14:101055463-101055486:+	3	2.456097	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055464-101055484:+	1	0.818699	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055464-101055485:+	2	1.637398	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055464-101055486:+	9	7.368292	N	mature,MIMAT0002176
hsa-mir-486-1	hg38:chr8:41660484-41660506:-	22	18.011380	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660485-41660506:-	4	3.274796	N	mature,MIMAT0002177
hsa-mir-486-1	hg38:chr8:41660486-41660506:-	1	0.818699	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660464:+	3	2.456097	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660465:+	5	4.093495	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660466:+	25	20.467477	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660445-41660466:+	1	0.818699	N	mature,MIMAT0002177
hsa-mir-487a	hg38:chr14:101052458-101052480:+	1	0.818699	N	mature,MIMAT0026559
hsa-mir-487b	hg38:chr14:101046505-101046526:+	1	0.818699	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046528:+	1	0.818699	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046528:+	1	0.818699	N	mature,MIMAT0003180
hsa-mir-491	hg38:chr9:20716154-20716176:+	2	1.637398	N	mature,MIMAT0004765
hsa-mir-493	hg38:chr14:100869075-100869096:+	1	0.818699	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869097:+	12	9.824389	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869116-100869137:+	1	0.818699	N	mature,MIMAT0003161
hsa-mir-494	hg38:chr14:101029681-101029704:+	2	1.637398	N	mature,MIMAT0002816
hsa-mir-495	hg38:chr14:101033768-101033790:+	1	0.818699	N	mature,MIMAT0022924
hsa-mir-495	hg38:chr14:101033804-101033826:+	7	5.730894	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033804-101033827:+	4	3.274796	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033804-101033828:+	1	0.818699	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033805-101033827:+	2	1.637398	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033806-101033826:+	1	0.818699	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033806-101033827:+	2	1.637398	N	mature,MIMAT0002817
hsa-mir-497	hg38:chr17:7017939-7017961:-	1	0.818699	N	mature,MIMAT0004768
hsa-mir-497	hg38:chr17:7017978-7018000:-	8	6.549593	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017979-7018000:-	14	11.461787	N	mature,MIMAT0002820
hsa-mir-499a	hg38:chr20:34990408-34990430:+	1	0.818699	N	mature,MIMAT0002870
hsa-mir-5000	hg38:chr2:75090873-75090895:+	4	3.274796	N	mature,MIMAT0021020
hsa-mir-5001	hg38:chr2:232550528-232550545:-	1	0.818699	N	mature,MIMAT0021021
hsa-mir-5001	hg38:chr2:232550539-232550562:-	1	0.818699	N	mature,MIMAT0021021
hsa-mir-5008	hg38:chr1:227941673-227941692:-	1	0.818699	N	precursor
hsa-mir-500a	hg38:chrX:50008443-50008466:+	1	0.818699	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008451-50008470:+	1	0.818699	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008481-50008501:+	2	1.637398	Y	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008502:+	1	0.818699	Y	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008504:+	3	2.456097	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008505:+	5	4.093495	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008504:+	42	34.385362	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008505:+	236	193.212985	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008483-50008501:+	1	0.818699	Y	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008483-50008505:+	2	1.637398	N	mature,MIMAT0002871
hsa-mir-500b	hg38:chrX:50010681-50010704:+	1	0.818699	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010689-50010708:+	1	0.818699	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010719-50010742:+	2	1.637398	N	mature,MIMAT0027032
hsa-mir-501	hg38:chrX:50009735-50009758:+	1	0.818699	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009772-50009792:+	2	1.637398	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009794:+	7	5.730894	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009795:+	55	45.028450	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009796:+	4	3.274796	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009773-50009794:+	1	0.818699	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009773-50009796:+	2	1.637398	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009774-50009795:+	1	0.818699	N	mature,MIMAT0004774
hsa-mir-502	hg38:chrX:50014612-50014634:+	1	0.818699	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014612-50014635:+	1	0.818699	N	mature,MIMAT0002873
hsa-mir-502	hg38:chrX:50014649-50014669:+	2	1.637398	Y	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014670:+	1	0.818699	Y	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014671:+	1	0.818699	N	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014672:+	2	1.637398	N	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014651-50014669:+	1	0.818699	Y	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014652-50014669:+	1	0.818699	N	mature,MIMAT0004775
hsa-mir-503	hg38:chrX:134546331-134546354:-	4	3.274796	N	mature,MIMAT0022925
hsa-mir-503	hg38:chrX:134546371-134546394:-	13	10.643088	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546372-134546394:-	5	4.093495	N	mature,MIMAT0002874
hsa-mir-505	hg38:chrX:139924158-139924180:-	1	0.818699	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924158-139924181:-	8	6.549593	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924158-139924182:-	2	1.637398	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924159-139924181:-	3	2.456097	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924159-139924182:-	2	1.637398	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924160-139924181:-	1	0.818699	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924160-139924182:-	8	6.549593	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924161-139924181:-	2	1.637398	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924161-139924182:-	1	0.818699	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924163-139924182:-	1	0.818699	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924194-139924218:-	4	3.274796	N	mature,MIMAT0004776
hsa-mir-505	hg38:chrX:139924195-139924218:-	3	2.456097	N	mature,MIMAT0004776
hsa-mir-508	hg38:chrX:147236945-147236966:-	4	3.274796	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236945-147236967:-	1	0.818699	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236945-147236968:-	88	72.045520	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236946-147236968:-	19	15.555283	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236949-147236968:-	1	0.818699	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236979-147237003:-	1	0.818699	N	mature,MIMAT0004778
hsa-mir-508	hg38:chrX:147236980-147237003:-	1	0.818699	N	mature,MIMAT0004778
hsa-mir-5089	hg38:chr17:46973026-46973047:+	1	0.818699	N	mature,MIMAT0021081
hsa-mir-509-1	hg38:chrX:147260549-147260572:-	4	3.274796	N	mature,MIMAT0002881
hsa-mir-509-1	hg38:chrX:147260550-147260572:-	2	1.637398	N	mature,MIMAT0002881
hsa-mir-509-2	hg38:chrX:147258774-147258795:-	1	0.818699	N	mature,MIMAT0002881
hsa-mir-509-2	hg38:chrX:147258774-147258797:-	2	1.637398	N	mature,MIMAT0002881
hsa-mir-509-2	hg38:chrX:147258775-147258797:-	2	1.637398	N	mature,MIMAT0002881
hsa-mir-509-3	hg38:chrX:147259661-147259684:-	2	1.637398	N	mature,MIMAT0002881
hsa-mir-509-3	hg38:chrX:147259662-147259684:-	2	1.637398	N	mature,MIMAT0002881
hsa-mir-509-3	hg38:chrX:147259663-147259684:-	1	0.818699	N	mature,MIMAT0002881
hsa-mir-5091	hg38:chr4:13627875-13627895:+	1	0.818699	N	mature,MIMAT0021083
hsa-mir-5092	hg38:chr3:125151517-125151538:-	1	0.818699	N	unannotated
hsa-mir-511	hg38:chr10:17845122-17845142:+	1	0.818699	N	mature,MIMAT0002808
hsa-mir-511	hg38:chr10:17845122-17845143:+	2	1.637398	N	mature,MIMAT0002808
hsa-mir-511	hg38:chr10:17845122-17845144:+	5	4.093495	N	mature,MIMAT0002808
hsa-mir-511	hg38:chr10:17845122-17845145:+	5	4.093495	N	mature,MIMAT0002808
hsa-mir-512-2	hg38:chr19:53669213-53669233:+	1	0.818699	N	mature,MIMAT0002823
hsa-mir-512-2	hg38:chr19:53669213-53669235:+	2	1.637398	N	mature,MIMAT0002823
hsa-mir-514a-1	hg38:chrX:147279266-147279287:-	1	0.818699	N	mature,MIMAT0002883
hsa-mir-514a-1	hg38:chrX:147279266-147279289:-	15	12.280486	N	mature,MIMAT0002883
hsa-mir-514a-1	hg38:chrX:147279266-147279290:-	3	2.456097	N	mature,MIMAT0002883
hsa-mir-514a-1	hg38:chrX:147279267-147279287:-	1	0.818699	N	mature,MIMAT0002883
hsa-mir-514a-1	hg38:chrX:147279267-147279289:-	1	0.818699	N	mature,MIMAT0002883
hsa-mir-514a-1	hg38:chrX:147279267-147279290:-	1	0.818699	N	mature,MIMAT0002883
hsa-mir-514a-2	hg38:chrX:147281957-147281978:-	1	0.818699	N	mature,MIMAT0002883
hsa-mir-514a-2	hg38:chrX:147281957-147281980:-	9	7.368292	N	mature,MIMAT0002883
hsa-mir-514a-2	hg38:chrX:147281958-147281980:-	2	1.637398	N	mature,MIMAT0002883
hsa-mir-514a-3	hg38:chrX:147284655-147284676:-	1	0.818699	N	mature,MIMAT0002883
hsa-mir-514a-3	hg38:chrX:147284655-147284678:-	9	7.368292	N	mature,MIMAT0002883
hsa-mir-514a-3	hg38:chrX:147284655-147284679:-	1	0.818699	N	mature,MIMAT0002883
hsa-mir-514a-3	hg38:chrX:147284656-147284678:-	2	1.637398	N	mature,MIMAT0002883
hsa-mir-515-2	hg38:chr19:53685022-53685046:+	1	0.818699	N	mature,MIMAT0002826
hsa-mir-516a-1	hg38:chr19:53756756-53756778:+	1	0.818699	N	mature,MIMAT0004770
hsa-mir-517a	hg38:chr19:53712323-53712343:+	1	0.818699	Y	mature,MIMAT0002852
hsa-mir-517b	hg38:chr19:53721120-53721140:+	1	0.818699	Y	mature,MIMAT0002857
hsa-mir-518b	hg38:chr19:53702787-53702809:+	1	0.818699	N	mature,MIMAT0002844
hsa-mir-519a-1	hg38:chr19:53752410-53752432:+	1	0.818699	N	mature,MIMAT0005452
hsa-mir-520a	hg38:chr19:53690895-53690916:+	1	0.818699	N	mature,MIMAT0002833
hsa-mir-520a	hg38:chr19:53690933-53690955:+	2	1.637398	N	mature,MIMAT0002834
hsa-mir-520f	hg38:chr19:53682212-53682235:+	1	0.818699	N	mature,MIMAT0002830
hsa-mir-522	hg38:chr19:53751264-53751286:+	1	0.818699	N	mature,MIMAT0002868
hsa-mir-526b	hg38:chr19:53694406-53694427:+	1	0.818699	N	mature,MIMAT0002835
hsa-mir-526b	hg38:chr19:53694406-53694429:+	1	0.818699	N	mature,MIMAT0002835
hsa-mir-532	hg38:chrX:50003167-50003183:+	1	0.818699	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003186:+	1	0.818699	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003188:+	37	30.291866	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003189:+	748	612.386917	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003190:+	22	18.011380	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003191:+	1	0.818699	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003168-50003189:+	18	14.736584	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003204-50003225:+	9	7.368292	N	mature,MIMAT0004780
hsa-mir-532	hg38:chrX:50003204-50003226:+	19	15.555283	N	mature,MIMAT0004780
